[2026-04-27T16:14:54.370Z] GET http://localhost:5174/src/sections/Contact.jsx → 200 (59ms, 12798B)
[2026-04-27T16:14:54.376Z] GET https://fonts.gstatic.com/s/spacemono/v17/i7dPIFZifjKcF5UAWdDRYEF8RQ.woff2 → 200 (3ms, 16520B)
[2026-04-27T16:14:54.376Z] GET https://fonts.gstatic.com/s/spacegrotesk/v22/V8mDoQDjQSkFtoMM3T6r8E7mPbF4Cw.woff2 → 200 (20ms, 22288B)
[2026-04-27T16:14:54.376Z] GET https://fonts.gstatic.com/s/spacemono/v17/i7dMIFZifjKcF5UAWdDRaPpZUFWaHg.woff2 → 200 (21ms, 16724B)
[2026-04-27T16:16:23.512Z] GET http://localhost:5174/ → 200 (7ms, 793B)
[2026-04-27T16:16:23.527Z] GET http://localhost:5174/@vite/client → 200 (3ms, 137703B)
[2026-04-27T16:16:23.527Z] GET http://localhost:5174/src/main.jsx → 200 (3ms, 2209B)
[2026-04-27T16:16:23.528Z] GET http://localhost:5174/@react-refresh → 200 (6ms, 117548B)
[2026-04-27T16:16:23.531Z] GET http://localhost:5174/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=6f92c15b → 200 (1ms, 36963B)
[2026-04-27T16:16:23.533Z] GET http://localhost:5174/node_modules/.vite/deps/react.js?v=6f92c15b → 200 (?ms, 155B)
[2026-04-27T16:16:23.534Z] GET http://localhost:5174/node_modules/.vite/deps/react-dom_client.js?v=6f92c15b → 200 (?ms, 1054B)
[2026-04-27T16:16:23.534Z] GET http://localhost:5174/src/App.jsx → 200 (4ms, 52636B)
[2026-04-27T16:16:23.534Z] GET http://localhost:5174/src/styles/theme.css → 200 (3ms, 5359B)
[2026-04-27T16:16:23.534Z] GET http://localhost:5174/node_modules/vite/dist/client/env.mjs → 200 (4ms, 4021B)
[2026-04-27T16:16:23.534Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-2YIMICFJ.js?v=6f92c15b → 200 (?ms, 79217B)
[2026-04-27T16:16:23.534Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-BCXODTBQ.js?v=6f92c15b → 200 (?ms, 928023B)
[2026-04-27T16:16:23.540Z] GET http://localhost:5174/src/components/Topology/HeroTopology.jsx → 200 (32ms, 37604B)
[2026-04-27T16:16:23.540Z] GET http://localhost:5174/src/components/Inspector/InspectorPanel.jsx → 200 (31ms, 43766B)
[2026-04-27T16:16:23.540Z] GET http://localhost:5174/src/data/portfolioData.js → 200 (31ms, 71529B)
[2026-04-27T16:16:23.572Z] GET http://localhost:5174/node_modules/.vite/deps/framer-motion.js?v=6f92c15b → 200 (?ms, 358237B)
[2026-04-27T16:16:23.572Z] GET http://localhost:5174/src/components/Topology/TopologyCanvas.jsx → 200 (2ms, 25750B)
[2026-04-27T16:16:23.572Z] GET http://localhost:5174/src/hooks/useReducedMotion.js → 200 (2ms, 3125B)
[2026-04-27T16:16:23.573Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-RLMGAKMB.js?v=6f92c15b → 200 (?ms, 37296B)
[2026-04-27T16:16:23.574Z] GET http://localhost:5174/src/components/Topology/Link.jsx → 200 (13ms, 11618B)
[2026-04-27T16:16:23.574Z] GET http://localhost:5174/src/components/Topology/Node.jsx → 200 (14ms, 24489B)
[2026-04-27T16:16:23.658Z] GET https://fonts.googleapis.com/css2?family=Space+Grotesk:wght@400;500;600;700&family=Space+Mono:wght@400;700&display=swap → 200 (?ms, 7680B)
[2026-04-27T16:16:23.661Z] GET https://fonts.gstatic.com/s/spacegrotesk/v22/V8mDoQDjQSkFtoMM3T6r8E7mPbF4Cw.woff2 → 200 (?ms, ?B)
[2026-04-27T16:16:23.661Z] GET https://fonts.gstatic.com/s/spacemono/v17/i7dPIFZifjKcF5UAWdDRYEF8RQ.woff2 → 200 (?ms, ?B)
[2026-04-27T16:16:23.661Z] GET https://fonts.gstatic.com/s/spacemono/v17/i7dMIFZifjKcF5UAWdDRaPpZUFWaHg.woff2 → 200 (?ms, ?B)
[2026-04-27T16:16:23.702Z] GET http://localhost:5174/src/sections/Projects.jsx → 200 (17ms, 18460B)
[2026-04-27T16:16:23.702Z] GET http://localhost:5174/src/sections/Skills.jsx → 200 (31ms, 17518B)
[2026-04-27T16:16:23.702Z] GET http://localhost:5174/src/sections/Experience.jsx → 200 (33ms, 17487B)
[2026-04-27T16:16:23.702Z] GET http://localhost:5174/src/sections/Certifications.jsx → 200 (33ms, 10664B)
[2026-04-27T16:16:23.702Z] GET http://localhost:5174/src/sections/FieldOps.jsx → 200 (34ms, 10416B)
[2026-04-27T16:16:23.702Z] GET http://localhost:5174/src/sections/Achievements.jsx → 200 (33ms, 6620B)
[2026-04-27T16:16:23.702Z] GET http://localhost:5174/src/sections/Contact.jsx → 200 (34ms, 12798B)
[2026-04-27T16:25:22.097Z] GET http://localhost:5174/src/styles/theme.css?t=1777307122068 → 200 (17ms, 3441B)
[2026-04-27T16:26:01.806Z] GET http://localhost:5174/src/App.jsx?t=1777307161802 → 200 (9ms, 52668B)
[2026-04-27T16:26:01.806Z] GET http://localhost:5174/src/components/Topology/HeroTopology.jsx?t=1777307161802 → 200 (10ms, 37620B)
[2026-04-27T16:26:01.816Z] GET http://localhost:5174/src/data/portfolioData.js?t=1777307161802 → pending (?ms, ?B)
[2026-04-27T16:27:06.456Z] GET http://localhost:5174/src/App.jsx?t=1777307226453 → pending (?ms, ?B)
[2026-04-27T16:31:42.717Z] GET http://localhost:5174/ → 200 (7ms, 809B)
[2026-04-27T16:31:42.731Z] GET http://localhost:5174/@vite/client → 200 (21ms, 137703B)
[2026-04-27T16:31:42.732Z] GET http://localhost:5174/src/main.jsx?t=1777307502647 → 200 (19ms, 2241B)
[2026-04-27T16:31:42.734Z] GET http://localhost:5174/@react-refresh → 200 (18ms, 117548B)
[2026-04-27T16:31:42.751Z] GET http://localhost:5174/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=6f92c15b → 200 (4ms, 36963B)
[2026-04-27T16:31:42.752Z] GET http://localhost:5174/node_modules/.vite/deps/react.js?v=6f92c15b → 200 (6ms, 155B)
[2026-04-27T16:31:42.752Z] GET http://localhost:5174/node_modules/.vite/deps/react-dom_client.js?v=6f92c15b → 200 (6ms, 1054B)
[2026-04-27T16:31:42.752Z] GET http://localhost:5174/src/App.jsx?t=1777307502647 → 500 (47ms, ?B)
[2026-04-27T16:31:42.752Z] GET http://localhost:5174/src/styles/theme.css?t=1777307122068 → 200 (6ms, 3441B)
[2026-04-27T16:31:42.752Z] GET http://localhost:5174/node_modules/vite/dist/client/env.mjs → 200 (7ms, 4021B)
[2026-04-27T16:31:42.756Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-2YIMICFJ.js?v=6f92c15b → 200 (4ms, 79217B)
[2026-04-27T16:31:42.759Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-BCXODTBQ.js?v=6f92c15b → 200 (15ms, 928023B)
[2026-04-27T16:32:02.788Z] GET http://localhost:5174/ → 200 (7ms, 809B)
[2026-04-27T16:32:02.802Z] GET http://localhost:5174/@vite/client → 304 (13ms, ?B)
